INDEX,HS,CN,TARGET,VERSION
135,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Patriarchy is a curse: since they are young, men are told to be tough and strong, to bear all the burdens while being emotionless. This has led to higher levels of suicide amongst men. I don't see this as an indicator of a ""great civilization"".",WOMEN,V1
9,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",WIthout softeness and emotions there would just be brutality and cruelty. Not all women are soft and emotional and many men have these characteristics. To perpetuate these socially constructed gender profiles maintains patriarchal norms which oppress both men and women.,WOMEN,V1
140,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Then you probably have never heard of Rosa Parks, Emmeline Pankhurst or Florence Nightingale, all women with a very strong personalities.",WOMEN,V1
141,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",This reasoning is the equivalent of the stigma around men showing emotions and as equally unhelpful.,WOMEN,V1
46,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Soft and emotional? You must have never heard of the likes of Rosa Parks, Emmeline Pankhurst and Florence Nightingale, then.",WOMEN,V1
47,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Soft and emotinal' are personality traits, may I sugesst you read up on the #HeforShe movement that works for equal rights for men and women, and aims to stop the stigma around men showing emotions.",WOMEN,V1
1236,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",If you have ever felt that way about women then perhaps you seem to be suffering from a lot of prejudices and fear.,WOMEN,V2
117,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Would you say the same thing to your mother, or to the nurses who treat you in hospital, or the teacher who taught you in school?",WOMEN,V1
120,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",Are brutality and cruelty are much better than softeness and emotions then? If we keep on reasoning like this we will perpetuate socially constructed gender norms which oppress both men and women.,WOMEN,V1
4891,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",Have you ever considered asking why our society is far better suited to men than to women?,WOMEN,V6_mix
3192,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",We are all guilty of this in our societies: patriarchy and sexism. But the problem with patriarchy and sexism is that they enable its perpetrators to remain unchallenged. They allow women to remain voiceless. They enable individuals to remain insulated from the real world. This is when all is lost. We cannot allow this to continue.,WOMEN,V6_sbf
2374,Muslims are not welcome in our country.,"I don't know about you, but I have never heard of a Muslim being 'not welcome' here.",other,V4
2376,Muslims are not welcome in our country.,They have the right to be here. They have every right to be welcome in this country.,other,V4
2442,Muslims are not welcome in our country.,"What do you mean by 'not welcome'? Muslims have lived in this country for many years, and have our full support.",MUSLIMS,V4
2412,Muslims are not welcome in our country.,"There are more than two million Muslims in the UK, and Muslims are a very important part of our country for many reasons, not least because of our tradition of welcoming and supporting people of different faiths and cultures. Isn't that what has made Britain great?",MUSLIMS,V4
2861,Muslims are not welcome in our country.,"Many Muslims live in the UK and have contributed greatly to our society, both financially and socially. Why shouldn't they be welcome?",other,V5
2862,Muslims are not welcome in our country.,We are a country that is inclusive of immigrants. Why shouldn't they come to our country?,other,V5
2893,Muslims are not welcome in our country.,Muslims make up a very important part of our country. They are our brothers and sisters.,MUSLIMS,V5
2958,Muslims are not welcome in our country.,Islam is a religion of peace. It promotes cooperation and understanding between people. Why shouldn't Muslims be welcome here?,MUSLIMS,V5
2929,Muslims are not welcome in our country.,"There are many Muslims living in the UK, proud British citizens who contribute significantly to our country.",MUSLIMS,V5
2739,Muslims are not welcome in our country.,I would like to live in a country where people of different religions are free to practise their religion.,MUSLIMS,V5
2164,Muslims are not welcome in our country.,We welcome people from every religion and background.,other,V4
2745,Muslims are not welcome in our country.,"Muslims have been living here since our inception, and we are proud of that. Why would they be a burden to us?",MUSLIMS,V5
4636,Muslims are not welcome in our country.,Why wouldn't Muslims be welcome in our country? We are all in this together.,MUSLIMS,V6_mix
2046,Muslims are not welcome in our country.,"Most Muslims are not terrorists, they are just here to work and provide for their families.",MUSLIMS,V4
1727,Muslims are not welcome in our country.,"Islam is their religion, they have their own beliefs, and their own history, they are not imposing that on us.",MUSLIMS,V3
544,migrants rape our women.,"Rape and gender violence must be condemned in any case, not on the color of the aggressor's skin.",MIGRANTS,V1
545,migrants rape our women.,Reports to the violence centers show that women are also raped by 'our' natives.,MIGRANTS,V1
546,migrants rape our women.,The truth is that the rapes committed by foreigners have more media coverage. Data coming from institutional sources confirms this. [link],MIGRANTS,V1
547,migrants rape our women.,"Given that rape is to be condemned regardless of who committed it, statistics says that most incidents of rape are committed in the home, and not by foreigners.",MIGRANTS,V1
548,migrants rape our women.,"Excuse me, but are women property? Or owned by the nation? I don't think so.",MIGRANTS,V1
